"constituency","Median_Age","Party","election","Classification","Total_Rural_Population","Total_Urban_Population","Total_Population","Higher_Managerial","Lower_Managerial","Intermediate_Occupations","Small_Employers","Lower_Supervisory","Semi_Routine","Routine_Occupations","Never_Worked","Long_Term_Unemployed","Full_Time_Students_Employed","Full_Time_Students_Unemployed","Full_Time_Students_Inactive","overall_weather_std","lib_share","lab_share","oth_share","con_share","mean_environmental_mentions","Total_Students_Count"
"kingston upon hull north",32," Green Party","2015","Predominantly Urban",0,94813,94813,3419,10271,6727,3835,5516,11904,11487,3896,2399,2453,843,6701,15.2466376909708,NA,NA,NA,NA,7.05555555555556,9997
"kingston upon hull north",32," Labour Party","2015","Predominantly Urban",0,94813,94813,3419,10271,6727,3835,5516,11904,11487,3896,2399,2453,843,6701,15.2466376909708,NA,NA,NA,NA,7.05555555555556,9997
"kingston upon hull north",32," Liberal Democrats","2015","Predominantly Urban",0,94813,94813,3419,10271,6727,3835,5516,11904,11487,3896,2399,2453,843,6701,15.2466376909708,NA,NA,NA,NA,7.05555555555556,9997
"kingston upon hull north",32," UK Independence Party","2015","Predominantly Urban",0,94813,94813,3419,10271,6727,3835,5516,11904,11487,3896,2399,2453,843,6701,15.2466376909708,NA,NA,NA,NA,7.05555555555556,9997
"kingston upon hull north",32," Liberal Democrats","2017","Predominantly Urban",0,94813,94813,3419,10271,6727,3835,5516,11904,11487,3896,2399,2453,843,6701,15.2466376909708,0.05,0.638,0.059,0.252,7.05555555555556,9997
"kingston upon hull north",32," Labour Party","2019","Predominantly Urban",0,94813,94813,3419,10271,6727,3835,5516,11904,11487,3896,2399,2453,843,6701,15.2466376909708,0.061,0.498,0.165,0.276,7.05555555555556,9997
"kingston upon hull north",32," Liberal Democrats","2019","Predominantly Urban",0,94813,94813,3419,10271,6727,3835,5516,11904,11487,3896,2399,2453,843,6701,15.2466376909708,0.061,0.498,0.165,0.276,7.05555555555556,9997
"kingston upon hull north",32," Conservative Party","2019","Predominantly Urban",0,94813,94813,3419,10271,6727,3835,5516,11904,11487,3896,2399,2453,843,6701,15.2466376909708,0.061,0.498,0.165,0.276,7.05555555555556,9997
"greenwich and woolwich",31," Labour Party","2010","Predominantly Urban",0,112628,112628,11378,18852,8432,6283,4109,9383,6735,5806,2134,3384,1145,4566,15.7493923642272,NA,NA,NA,NA,9.72727272727273,9095
"greenwich and woolwich",31," Conservative Party","2010","Predominantly Urban",0,112628,112628,11378,18852,8432,6283,4109,9383,6735,5806,2134,3384,1145,4566,15.7493923642272,NA,NA,NA,NA,9.72727272727273,9095
"greenwich and woolwich",31," Liberal Democrats","2010","Predominantly Urban",0,112628,112628,11378,18852,8432,6283,4109,9383,6735,5806,2134,3384,1145,4566,15.7493923642272,NA,NA,NA,NA,9.72727272727273,9095
"greenwich and woolwich",31," Green Party","2010","Predominantly Urban",0,112628,112628,11378,18852,8432,6283,4109,9383,6735,5806,2134,3384,1145,4566,15.7493923642272,NA,NA,NA,NA,9.72727272727273,9095
"huddersfield",36," UK Independence Party","2015","Predominantly Urban",565,94731,95296,5267,12046,7405,5424,4809,9936,9622,4259,1669,2687,791,4463,13.8230203625933,0.058,0.449,0.224,0.268,5.57142857142857,7941
"huddersfield",36," Green Party","2015","Predominantly Urban",565,94731,95296,5267,12046,7405,5424,4809,9936,9622,4259,1669,2687,791,4463,13.8230203625933,0.058,0.449,0.224,0.268,5.57142857142857,7941
"huddersfield",36," Labour Party","2015","Predominantly Urban",565,94731,95296,5267,12046,7405,5424,4809,9936,9622,4259,1669,2687,791,4463,13.8230203625933,0.058,0.449,0.224,0.268,5.57142857142857,7941
"huddersfield",36," Conservative Party","2015","Predominantly Urban",565,94731,95296,5267,12046,7405,5424,4809,9936,9622,4259,1669,2687,791,4463,13.8230203625933,0.058,0.449,0.224,0.268,5.57142857142857,7941
"huddersfield",36," Conservative Party","2019","Predominantly Urban",565,94731,95296,5267,12046,7405,5424,4809,9936,9622,4259,1669,2687,791,4463,13.8230203625933,0.057,0.49,0.082,0.372,5.57142857142857,7941
"huddersfield",36," Green Party","2019","Predominantly Urban",565,94731,95296,5267,12046,7405,5424,4809,9936,9622,4259,1669,2687,791,4463,13.8230203625933,0.057,0.49,0.082,0.372,5.57142857142857,7941
"hackney north and stoke newington",30," Labour Party","2010","Predominantly Urban",625,127411,128036,10699,24528,9310,8563,4161,8782,7259,8901,2518,2350,758,5050,4.45981251218765,NA,NA,NA,NA,3.73684210526316,8158
"hackney north and stoke newington",30," Green Party","2010","Predominantly Urban",625,127411,128036,10699,24528,9310,8563,4161,8782,7259,8901,2518,2350,758,5050,4.45981251218765,NA,NA,NA,NA,3.73684210526316,8158
"hackney north and stoke newington",30," Liberal Democrats","2010","Predominantly Urban",625,127411,128036,10699,24528,9310,8563,4161,8782,7259,8901,2518,2350,758,5050,4.45981251218765,NA,NA,NA,NA,3.73684210526316,8158
"hackney north and stoke newington",30," Labour Party","2015","Predominantly Urban",625,127411,128036,10699,24528,9310,8563,4161,8782,7259,8901,2518,2350,758,5050,4.45981251218765,NA,NA,NA,NA,3.73684210526316,8158
"hackney north and stoke newington",30," Liberal Democrats","2015","Predominantly Urban",625,127411,128036,10699,24528,9310,8563,4161,8782,7259,8901,2518,2350,758,5050,4.45981251218765,NA,NA,NA,NA,3.73684210526316,8158
"hackney north and stoke newington",30," Conservative Party","2015","Predominantly Urban",625,127411,128036,10699,24528,9310,8563,4161,8782,7259,8901,2518,2350,758,5050,4.45981251218765,NA,NA,NA,NA,3.73684210526316,8158
"hackney north and stoke newington",30," UK Independence Party","2015","Predominantly Urban",625,127411,128036,10699,24528,9310,8563,4161,8782,7259,8901,2518,2350,758,5050,4.45981251218765,NA,NA,NA,NA,3.73684210526316,8158
"hackney north and stoke newington",30," Green Party","2015","Predominantly Urban",625,127411,128036,10699,24528,9310,8563,4161,8782,7259,8901,2518,2350,758,5050,4.45981251218765,NA,NA,NA,NA,3.73684210526316,8158
"hackney north and stoke newington",30," Liberal Democrats","2017","Predominantly Urban",625,127411,128036,10699,24528,9310,8563,4161,8782,7259,8901,2518,2350,758,5050,4.45981251218765,NA,NA,NA,NA,3.73684210526316,8158
"hackney north and stoke newington",30," Green Party","2017","Predominantly Urban",625,127411,128036,10699,24528,9310,8563,4161,8782,7259,8901,2518,2350,758,5050,4.45981251218765,NA,NA,NA,NA,3.73684210526316,8158
"hackney north and stoke newington",30," Conservative Party","2017","Predominantly Urban",625,127411,128036,10699,24528,9310,8563,4161,8782,7259,8901,2518,2350,758,5050,4.45981251218765,NA,NA,NA,NA,3.73684210526316,8158
"hackney north and stoke newington",30," Labour Party","2017","Predominantly Urban",625,127411,128036,10699,24528,9310,8563,4161,8782,7259,8901,2518,2350,758,5050,4.45981251218765,NA,NA,NA,NA,3.73684210526316,8158
"ipswich",36," Labour Party","2010","Predominantly Urban",0,109003,109003,6634,14900,10612,5944,6211,14246,11032,2790,1841,1364,333,1408,19.6367464460397,0.182,0.347,0.079,0.391,1.525,3105
"ipswich",36," UK Independence Party","2010","Predominantly Urban",0,109003,109003,6634,14900,10612,5944,6211,14246,11032,2790,1841,1364,333,1408,19.6367464460397,0.182,0.347,0.079,0.391,1.525,3105
"ipswich",36," Green Party","2010","Predominantly Urban",0,109003,109003,6634,14900,10612,5944,6211,14246,11032,2790,1841,1364,333,1408,19.6367464460397,0.182,0.347,0.079,0.391,1.525,3105
"ipswich",36," Conservative Party","2010","Predominantly Urban",0,109003,109003,6634,14900,10612,5944,6211,14246,11032,2790,1841,1364,333,1408,19.6367464460397,0.182,0.347,0.079,0.391,1.525,3105
"ipswich",36," Liberal Democrats","2010","Predominantly Urban",0,109003,109003,6634,14900,10612,5944,6211,14246,11032,2790,1841,1364,333,1408,19.6367464460397,0.182,0.347,0.079,0.391,1.525,3105
"ipswich",36," UK Independence Party","2015","Predominantly Urban",0,109003,109003,6634,14900,10612,5944,6211,14246,11032,2790,1841,1364,333,1408,19.6367464460397,0.029,0.371,0.153,0.448,1.525,3105
"ipswich",36," Liberal Democrats","2015","Predominantly Urban",0,109003,109003,6634,14900,10612,5944,6211,14246,11032,2790,1841,1364,333,1408,19.6367464460397,0.029,0.371,0.153,0.448,1.525,3105
"ipswich",36," Labour Party","2019","Predominantly Urban",0,109003,109003,6634,14900,10612,5944,6211,14246,11032,2790,1841,1364,333,1408,19.6367464460397,0.049,0.393,0.055,0.503,1.525,3105
"ipswich",36," Conservative Party","2019","Predominantly Urban",0,109003,109003,6634,14900,10612,5944,6211,14246,11032,2790,1841,1364,333,1408,19.6367464460397,0.049,0.393,0.055,0.503,1.525,3105
"lancaster and fleetwood",37," Labour Party","2015","Predominantly Rural",26044,60606,86650,5683,11733,6891,5775,4281,8386,6530,1727,817,3251,775,8401,17.024885854866,NA,NA,NA,NA,3.21917808219178,12427
"lancaster and fleetwood",37," Conservative Party","2010","Predominantly Rural",26044,60606,86650,5683,11733,6891,5775,4281,8386,6530,1727,817,3251,775,8401,17.024885854866,NA,NA,NA,NA,3.21917808219178,12427
"lancaster and fleetwood",37," Green Party","2010","Predominantly Rural",26044,60606,86650,5683,11733,6891,5775,4281,8386,6530,1727,817,3251,775,8401,17.024885854866,NA,NA,NA,NA,3.21917808219178,12427
"lancaster and fleetwood",37," Labour Party","2010","Predominantly Rural",26044,60606,86650,5683,11733,6891,5775,4281,8386,6530,1727,817,3251,775,8401,17.024885854866,NA,NA,NA,NA,3.21917808219178,12427
"lancaster and fleetwood",37," UK Independence Party","2010","Predominantly Rural",26044,60606,86650,5683,11733,6891,5775,4281,8386,6530,1727,817,3251,775,8401,17.024885854866,NA,NA,NA,NA,3.21917808219178,12427
"lancaster and fleetwood",37," Liberal Democrats","2010","Predominantly Rural",26044,60606,86650,5683,11733,6891,5775,4281,8386,6530,1727,817,3251,775,8401,17.024885854866,NA,NA,NA,NA,3.21917808219178,12427
"lancaster and fleetwood",37," Conservative Party","2015","Predominantly Rural",26044,60606,86650,5683,11733,6891,5775,4281,8386,6530,1727,817,3251,775,8401,17.024885854866,NA,NA,NA,NA,3.21917808219178,12427
"lancaster and fleetwood",37," Liberal Democrats","2015","Predominantly Rural",26044,60606,86650,5683,11733,6891,5775,4281,8386,6530,1727,817,3251,775,8401,17.024885854866,NA,NA,NA,NA,3.21917808219178,12427
"lancaster and fleetwood",37," Green Party","2015","Predominantly Rural",26044,60606,86650,5683,11733,6891,5775,4281,8386,6530,1727,817,3251,775,8401,17.024885854866,NA,NA,NA,NA,3.21917808219178,12427
"lancaster and fleetwood",37," Labour Party","2019","Predominantly Rural",26044,60606,86650,5683,11733,6891,5775,4281,8386,6530,1727,817,3251,775,8401,17.024885854866,NA,NA,NA,NA,3.21917808219178,12427
"lancaster and fleetwood",37," Conservative Party","2019","Predominantly Rural",26044,60606,86650,5683,11733,6891,5775,4281,8386,6530,1727,817,3251,775,8401,17.024885854866,NA,NA,NA,NA,3.21917808219178,12427
"lancaster and fleetwood",37," Liberal Democrats","2019","Predominantly Rural",26044,60606,86650,5683,11733,6891,5775,4281,8386,6530,1727,817,3251,775,8401,17.024885854866,NA,NA,NA,NA,3.21917808219178,12427
"lancaster and fleetwood",37," Green Party","2019","Predominantly Rural",26044,60606,86650,5683,11733,6891,5775,4281,8386,6530,1727,817,3251,775,8401,17.024885854866,NA,NA,NA,NA,3.21917808219178,12427
"halesowen and rowley regis",41," UK Independence Party","2010","Predominantly Urban",0,87319,87319,4822,11779,9460,4967,4648,10773,8411,2543,1434,914,208,1125,14.2337217207832,NA,NA,NA,NA,1,2247
"halesowen and rowley regis",41," Liberal Democrats","2010","Predominantly Urban",0,87319,87319,4822,11779,9460,4967,4648,10773,8411,2543,1434,914,208,1125,14.2337217207832,NA,NA,NA,NA,1,2247
"islington north",32," Labour Party","2010","Predominantly Urban",0,103469,103469,13875,22315,7566,5946,3404,6976,5440,5610,1886,2000,634,4477,4.45981251218765,0.267,0.545,0.046,0.142,3.13636363636364,7111
"islington north",32," Liberal Democrats","2010","Predominantly Urban",0,103469,103469,13875,22315,7566,5946,3404,6976,5440,5610,1886,2000,634,4477,4.45981251218765,0.267,0.545,0.046,0.142,3.13636363636364,7111
"islington north",32," Conservative Party","2015","Predominantly Urban",0,103469,103469,13875,22315,7566,5946,3404,6976,5440,5610,1886,2000,634,4477,4.45981251218765,0.081,0.602,0.145,0.172,3.13636363636364,7111
"islington north",32," Labour Party","2015","Predominantly Urban",0,103469,103469,13875,22315,7566,5946,3404,6976,5440,5610,1886,2000,634,4477,4.45981251218765,0.081,0.602,0.145,0.172,3.13636363636364,7111
"islington north",32," Green Party","2015","Predominantly Urban",0,103469,103469,13875,22315,7566,5946,3404,6976,5440,5610,1886,2000,634,4477,4.45981251218765,0.081,0.602,0.145,0.172,3.13636363636364,7111
"islington north",32," Liberal Democrats","2015","Predominantly Urban",0,103469,103469,13875,22315,7566,5946,3404,6976,5440,5610,1886,2000,634,4477,4.45981251218765,0.081,0.602,0.145,0.172,3.13636363636364,7111
"islington north",32," UK Independence Party","2015","Predominantly Urban",0,103469,103469,13875,22315,7566,5946,3404,6976,5440,5610,1886,2000,634,4477,4.45981251218765,0.081,0.602,0.145,0.172,3.13636363636364,7111
"islington north",32," Labour Party","2017","Predominantly Urban",0,103469,103469,13875,22315,7566,5946,3404,6976,5440,5610,1886,2000,634,4477,4.45981251218765,0.09,0.73,0.055,0.125,3.13636363636364,7111
"islington north",32," Liberal Democrats","2017","Predominantly Urban",0,103469,103469,13875,22315,7566,5946,3404,6976,5440,5610,1886,2000,634,4477,4.45981251218765,0.09,0.73,0.055,0.125,3.13636363636364,7111
"islington north",32," Liberal Democrats","2019","Predominantly Urban",0,103469,103469,13875,22315,7566,5946,3404,6976,5440,5610,1886,2000,634,4477,4.45981251218765,0.156,0.643,0.099,0.102,3.13636363636364,7111
"leeds central",27," Labour Party","2010","Predominantly Urban",486,132391,132877,6533,12950,10072,4832,6129,14129,13810,6664,2992,5955,2772,15026,15.3387409355317,0.208,0.493,0.097,0.202,2.5,23753
"leeds central",27," Liberal Democrats","2010","Predominantly Urban",486,132391,132877,6533,12950,10072,4832,6129,14129,13810,6664,2992,5955,2772,15026,15.3387409355317,0.208,0.493,0.097,0.202,2.5,23753
"leeds central",27," Conservative Party","2010","Predominantly Urban",486,132391,132877,6533,12950,10072,4832,6129,14129,13810,6664,2992,5955,2772,15026,15.3387409355317,0.208,0.493,0.097,0.202,2.5,23753
"leeds central",27," Labour Party","2017","Predominantly Urban",486,132391,132877,6533,12950,10072,4832,6129,14129,13810,6664,2992,5955,2772,15026,15.3387409355317,0.022,0.702,0.071,0.205,2.5,23753
"leeds central",27," Green Party","2017","Predominantly Urban",486,132391,132877,6533,12950,10072,4832,6129,14129,13810,6664,2992,5955,2772,15026,15.3387409355317,0.022,0.702,0.071,0.205,2.5,23753
"leeds central",27," Liberal Democrats","2017","Predominantly Urban",486,132391,132877,6533,12950,10072,4832,6129,14129,13810,6664,2992,5955,2772,15026,15.3387409355317,0.022,0.702,0.071,0.205,2.5,23753
"leeds central",27," Labour Party","2019","Predominantly Urban",486,132391,132877,6533,12950,10072,4832,6129,14129,13810,6664,2992,5955,2772,15026,15.3387409355317,0.048,0.617,0.109,0.226,2.5,23753
"leeds central",27," Labour Party","2015","Predominantly Urban",486,132391,132877,6533,12950,10072,4832,6129,14129,13810,6664,2992,5955,2772,15026,15.3387409355317,0.034,0.55,0.244,0.173,2.5,23753
"hampstead and kilburn",34," Conservative Party","2010","Predominantly Urban",0,129989,129989,21493,29693,8661,8928,3467,7143,5336,5239,1788,2109,524,5080,4.45981251218765,0.312,0.328,0.032,0.327,1.85,7713
"hampstead and kilburn",34," Liberal Democrats","2010","Predominantly Urban",0,129989,129989,21493,29693,8661,8928,3467,7143,5336,5239,1788,2109,524,5080,4.45981251218765,0.312,0.328,0.032,0.327,1.85,7713
"hampstead and kilburn",34," Labour Party","2010","Predominantly Urban",0,129989,129989,21493,29693,8661,8928,3467,7143,5336,5239,1788,2109,524,5080,4.45981251218765,0.312,0.328,0.032,0.327,1.85,7713
"hampstead and kilburn",34," Green Party","2010","Predominantly Urban",0,129989,129989,21493,29693,8661,8928,3467,7143,5336,5239,1788,2109,524,5080,4.45981251218765,0.312,0.328,0.032,0.327,1.85,7713
"hampstead and kilburn",34," UK Independence Party","2010","Predominantly Urban",0,129989,129989,21493,29693,8661,8928,3467,7143,5336,5239,1788,2109,524,5080,4.45981251218765,0.312,0.328,0.032,0.327,1.85,7713
"hampstead and kilburn",34," Labour Party","2015","Predominantly Urban",0,129989,129989,21493,29693,8661,8928,3467,7143,5336,5239,1788,2109,524,5080,4.45981251218765,0.056,0.444,0.076,0.423,1.85,7713
"hampstead and kilburn",34," Conservative Party","2015","Predominantly Urban",0,129989,129989,21493,29693,8661,8928,3467,7143,5336,5239,1788,2109,524,5080,4.45981251218765,0.056,0.444,0.076,0.423,1.85,7713
"hampstead and kilburn",34," Liberal Democrats","2015","Predominantly Urban",0,129989,129989,21493,29693,8661,8928,3467,7143,5336,5239,1788,2109,524,5080,4.45981251218765,0.056,0.444,0.076,0.423,1.85,7713
"hampstead and kilburn",34," Conservative Party","2017","Predominantly Urban",0,129989,129989,21493,29693,8661,8928,3467,7143,5336,5239,1788,2109,524,5080,4.45981251218765,0.07,0.59,0.016,0.324,1.85,7713
"hampstead and kilburn",34," Liberal Democrats","2017","Predominantly Urban",0,129989,129989,21493,29693,8661,8928,3467,7143,5336,5239,1788,2109,524,5080,4.45981251218765,0.07,0.59,0.016,0.324,1.85,7713
"hampstead and kilburn",34," Green Party","2017","Predominantly Urban",0,129989,129989,21493,29693,8661,8928,3467,7143,5336,5239,1788,2109,524,5080,4.45981251218765,0.07,0.59,0.016,0.324,1.85,7713
"hampstead and kilburn",34," Labour Party","2017","Predominantly Urban",0,129989,129989,21493,29693,8661,8928,3467,7143,5336,5239,1788,2109,524,5080,4.45981251218765,0.07,0.59,0.016,0.324,1.85,7713
"hampstead and kilburn",34," Liberal Democrats","2019","Predominantly Urban",0,129989,129989,21493,29693,8661,8928,3467,7143,5336,5239,1788,2109,524,5080,4.45981251218765,0.229,0.489,0.04,0.242,1.85,7713
"kenilworth and southam",45," Liberal Democrats","2015","Predominantly Rural",50799,31376,82175,10397,15321,7590,6684,3456,6086,4066,724,466,942,136,2383,14.305133050777,0.101,0.153,0.163,0.584,1.33333333333333,3461
"kenilworth and southam",45," Conservative Party","2017","Predominantly Rural",50799,31376,82175,10397,15321,7590,6684,3456,6086,4066,724,466,942,136,2383,14.305133050777,0.096,0.256,0.04,0.608,1.33333333333333,3461
"kenilworth and southam",45," Liberal Democrats","2017","Predominantly Rural",50799,31376,82175,10397,15321,7590,6684,3456,6086,4066,724,466,942,136,2383,14.305133050777,0.096,0.256,0.04,0.608,1.33333333333333,3461
"kenilworth and southam",45," Conservative Party","2019","Predominantly Rural",50799,31376,82175,10397,15321,7590,6684,3456,6086,4066,724,466,942,136,2383,14.305133050777,0.19,0.179,0.053,0.577,1.33333333333333,3461
"leicester east",34," Conservative Party","2015","Predominantly Urban",0,108520,108520,4036,9300,8725,5346,4720,14206,14174,7096,1944,1777,684,2909,14.271121036866,0.026,0.611,0.133,0.23,1,5370
"harrow west",34," Conservative Party","2010","Predominantly Urban",0,104165,104165,10635,16834,10211,7384,3489,8100,4768,5140,1343,2018,584,3527,16.2367330734288,0.162,0.436,0.034,0.368,0.4,6129
"harrow west",34," Liberal Democrats","2017","Predominantly Urban",0,104165,104165,10635,16834,10211,7384,3489,8100,4768,5140,1343,2018,584,3527,16.2367330734288,0.025,0.608,0.022,0.344,0.4,6129
"harrow west",34," Conservative Party","2017","Predominantly Urban",0,104165,104165,10635,16834,10211,7384,3489,8100,4768,5140,1343,2018,584,3527,16.2367330734288,0.025,0.608,0.022,0.344,0.4,6129
"kensington",35," Labour Party","2010","Predominantly Urban",0,117209,117209,19309,26706,7051,8473,2886,6458,4728,5300,1791,1625,485,6763,4.45981251218765,0.196,0.255,0.048,0.501,4.35714285714286,8873
"kensington",35," UK Independence Party","2010","Predominantly Urban",0,117209,117209,19309,26706,7051,8473,2886,6458,4728,5300,1791,1625,485,6763,4.45981251218765,0.196,0.255,0.048,0.501,4.35714285714286,8873
"kensington",35," Green Party","2010","Predominantly Urban",0,117209,117209,19309,26706,7051,8473,2886,6458,4728,5300,1791,1625,485,6763,4.45981251218765,0.196,0.255,0.048,0.501,4.35714285714286,8873
"kensington",35," Conservative Party","2010","Predominantly Urban",0,117209,117209,19309,26706,7051,8473,2886,6458,4728,5300,1791,1625,485,6763,4.45981251218765,0.196,0.255,0.048,0.501,4.35714285714286,8873
"kensington",35," Liberal Democrats","2010","Predominantly Urban",0,117209,117209,19309,26706,7051,8473,2886,6458,4728,5300,1791,1625,485,6763,4.45981251218765,0.196,0.255,0.048,0.501,4.35714285714286,8873
"kensington",35," UK Independence Party","2015","Predominantly Urban",0,117209,117209,19309,26706,7051,8473,2886,6458,4728,5300,1791,1625,485,6763,4.45981251218765,0.056,0.311,0.11,0.523,4.35714285714286,8873
"kensington",35," Green Party","2015","Predominantly Urban",0,117209,117209,19309,26706,7051,8473,2886,6458,4728,5300,1791,1625,485,6763,4.45981251218765,0.056,0.311,0.11,0.523,4.35714285714286,8873
"kensington",35," Conservative Party","2017","Predominantly Urban",0,117209,117209,19309,26706,7051,8473,2886,6458,4728,5300,1791,1625,485,6763,4.45981251218765,0.122,0.422,0.034,0.422,4.35714285714286,8873
"kensington",35," Labour Party","2017","Predominantly Urban",0,117209,117209,19309,26706,7051,8473,2886,6458,4728,5300,1791,1625,485,6763,4.45981251218765,0.122,0.422,0.034,0.422,4.35714285714286,8873
"leicester south",29," Green Party","2010","Predominantly Urban",0,119287,119287,6765,11396,8226,5012,4248,10690,11815,7220,2123,4370,1700,13459,14.074033727725,0.269,0.456,0.062,0.214,3.875,19529
"leicester south",29," Labour Party","2010","Predominantly Urban",0,119287,119287,6765,11396,8226,5012,4248,10690,11815,7220,2123,4370,1700,13459,14.074033727725,0.269,0.456,0.062,0.214,3.875,19529
"leicester south",29," Conservative Party","2010","Predominantly Urban",0,119287,119287,6765,11396,8226,5012,4248,10690,11815,7220,2123,4370,1700,13459,14.074033727725,0.269,0.456,0.062,0.214,3.875,19529
"leicester south",29," Liberal Democrats","2010","Predominantly Urban",0,119287,119287,6765,11396,8226,5012,4248,10690,11815,7220,2123,4370,1700,13459,14.074033727725,0.269,0.456,0.062,0.214,3.875,19529
"leicester south",29," Labour Party","2017","Predominantly Urban",0,119287,119287,6765,11396,8226,5012,4248,10690,11815,7220,2123,4370,1700,13459,14.074033727725,0.025,0.736,0.023,0.216,3.875,19529
"leicester south",29," Conservative Party","2019","Predominantly Urban",0,119287,119287,6765,11396,8226,5012,4248,10690,11815,7220,2123,4370,1700,13459,14.074033727725,0.055,0.67,0.057,0.218,3.875,19529
"harwich and north essex",45," Labour Party","2015","Predominantly Rural",69011,22159,91170,6584,14222,8851,7821,4690,9558,6368,1525,896,1242,440,2696,14.90177778527,0.074,0.197,0.219,0.51,0.375,4378
"harwich and north essex",45," Conservative Party","2015","Predominantly Rural",69011,22159,91170,6584,14222,8851,7821,4690,9558,6368,1525,896,1242,440,2696,14.90177778527,0.074,0.197,0.219,0.51,0.375,4378
"harwich and north essex",45," Liberal Democrats","2015","Predominantly Rural",69011,22159,91170,6584,14222,8851,7821,4690,9558,6368,1525,896,1242,440,2696,14.90177778527,0.074,0.197,0.219,0.51,0.375,4378
"harwich and north essex",45," Liberal Democrats","2019","Predominantly Rural",69011,22159,91170,6584,14222,8851,7821,4690,9558,6368,1525,896,1242,440,2696,14.90177778527,0.113,0.224,0.05,0.613,0.375,4378
"kettering",40," Labour Party","2010","Predominantly Urban",19103,74372,93475,6329,14444,9074,6353,5222,10328,9799,1545,1050,908,140,757,16.2912476658489,0.158,0.299,0.051,0.491,0.75,1805
"kettering",40," Conservative Party","2010","Predominantly Urban",19103,74372,93475,6329,14444,9074,6353,5222,10328,9799,1545,1050,908,140,757,16.2912476658489,0.158,0.299,0.051,0.491,0.75,1805
"kettering",40," Liberal Democrats","2010","Predominantly Urban",19103,74372,93475,6329,14444,9074,6353,5222,10328,9799,1545,1050,908,140,757,16.2912476658489,0.158,0.299,0.051,0.491,0.75,1805
"leicester west",31," Labour Party","2015","Predominantly Urban",556,101476,102032,4131,10586,7862,4531,5326,12474,13451,4774,2042,2425,754,4187,14.271121036866,0.044,0.465,0.235,0.256,1,7366
"leicester west",31," Liberal Democrats","2015","Predominantly Urban",556,101476,102032,4131,10586,7862,4531,5326,12474,13451,4774,2042,2425,754,4187,14.271121036866,0.044,0.465,0.235,0.256,1,7366
"leicester west",31," Conservative Party","2015","Predominantly Urban",556,101476,102032,4131,10586,7862,4531,5326,12474,13451,4774,2042,2425,754,4187,14.271121036866,0.044,0.465,0.235,0.256,1,7366
"havant",43," UK Independence Party","2015","Predominantly Urban",1894,89981,91875,6075,12896,8368,6819,5116,10898,8226,1883,1114,899,174,835,NA,0.065,0.159,0.259,0.517,4.2,1908
"havant",43," Conservative Party","2015","Predominantly Urban",1894,89981,91875,6075,12896,8368,6819,5116,10898,8226,1883,1114,899,174,835,NA,0.065,0.159,0.259,0.517,4.2,1908
"havant",43," Green Party","2015","Predominantly Urban",1894,89981,91875,6075,12896,8368,6819,5116,10898,8226,1883,1114,899,174,835,NA,0.065,0.159,0.259,0.517,4.2,1908
"havant",43," Liberal Democrats","2015","Predominantly Urban",1894,89981,91875,6075,12896,8368,6819,5116,10898,8226,1883,1114,899,174,835,NA,0.065,0.159,0.259,0.517,4.2,1908
"havant",43," Green Party","2017","Predominantly Urban",1894,89981,91875,6075,12896,8368,6819,5116,10898,8226,1883,1114,899,174,835,NA,0.06,0.253,0.089,0.598,4.2,1908
"havant",43," Liberal Democrats","2017","Predominantly Urban",1894,89981,91875,6075,12896,8368,6819,5116,10898,8226,1883,1114,899,174,835,NA,0.06,0.253,0.089,0.598,4.2,1908
"havant",43," Labour Party","2017","Predominantly Urban",1894,89981,91875,6075,12896,8368,6819,5116,10898,8226,1883,1114,899,174,835,NA,0.06,0.253,0.089,0.598,4.2,1908
"kingston and surbiton",35," Conservative Party","2010","Predominantly Urban",424,117578,118002,13270,22058,11529,8344,4061,8549,5038,2963,1144,3271,990,5588,17.2295424498309,NA,NA,NA,NA,2.0952380952381,9849
"kingston and surbiton",35," Labour Party","2010","Predominantly Urban",424,117578,118002,13270,22058,11529,8344,4061,8549,5038,2963,1144,3271,990,5588,17.2295424498309,NA,NA,NA,NA,2.0952380952381,9849
"kingston and surbiton",35," Liberal Democrats","2010","Predominantly Urban",424,117578,118002,13270,22058,11529,8344,4061,8549,5038,2963,1144,3271,990,5588,17.2295424498309,NA,NA,NA,NA,2.0952380952381,9849
"kingston and surbiton",35," Green Party","2010","Predominantly Urban",424,117578,118002,13270,22058,11529,8344,4061,8549,5038,2963,1144,3271,990,5588,17.2295424498309,NA,NA,NA,NA,2.0952380952381,9849
"kingston and surbiton",35," Liberal Democrats","2015","Predominantly Urban",424,117578,118002,13270,22058,11529,8344,4061,8549,5038,2963,1144,3271,990,5588,17.2295424498309,NA,NA,NA,NA,2.0952380952381,9849
"kingston and surbiton",35," Conservative Party","2015","Predominantly Urban",424,117578,118002,13270,22058,11529,8344,4061,8549,5038,2963,1144,3271,990,5588,17.2295424498309,NA,NA,NA,NA,2.0952380952381,9849
"kingston and surbiton",35," Labour Party","2015","Predominantly Urban",424,117578,118002,13270,22058,11529,8344,4061,8549,5038,2963,1144,3271,990,5588,17.2295424498309,NA,NA,NA,NA,2.0952380952381,9849
