"Election","Party","environment","constituency","Election.Date","Year.Before.Election","yearly_avg_tavg","yearly_avg_tmin","yearly_avg_tmax","yearly_avg_prcp","yearly_avg_wspd","yearly_avg_pres","yearly_avg_tsun","election_year","full_elec_date","election","constituency_id","seats","country.region","electorate","con_votes","con_share","lib_votes","lib_share","lab_votes","lab_share","natSW_votes","natSW_share","oth_votes","oth_share","total_votes","turnout","boundary_set","X","Geography_Code","Date","Rural_Urban","Median_Age","All_Residents","All_Qualifications","No_Qualifications","Level_1_Qualifications","Level_2_Qualifications","Apprenticeship","Level_3_Qualifications","Level_4_and_Above","Other_Qualifications","School_Age_16_to_17","School_Age_18_and_Over","Full_Time_Students_Employed","Full_Time_Students_Unemployed","Full_Time_Students_Inactive","NS_SeC_All","Higher_Managerial","Lower_Managerial","Intermediate_Occupations","Small_Employers","Lower_Supervisory","Semi_Routine","Routine_Occupations","Never_Worked_Unemployed","Never_Worked","Long_Term_Unemployed","Full_Time_Students_NS_SeC","Total_Rural_Population","Urban_City_Town_Population","Urban_Minor_Conurbation_Population","Urban_Major_Conurbation_Population","Total_Urban_Population","Total_Population","Hub_Towns_Population","Rural_Hub_Towns_Population","Rural_Population_Percentage","RUC11CD","RUC11","Classification"
"2010 General Election"," Conservative Party",3,"orpington","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010","E14000872",1,"London",67732,29200,0.597,12000,0.245,4400,0.09,NA,NA,3311,0.068,48911,0.722,"2010-2017","","E14000872",2011,"Total",43,88607,71396,14277,10584,12257,2446,8369,20262,3201,2181,2016,810,130,1068,63069,8334,15786,11226,6575,3607,7044,3925,2383,1526,857,4189,3321,12897,0,72389,85286,88607,0,3321,3.74,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Liberal Democrats",2,"orpington","2010-05-06","2009-05-06",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2010,"2010 General Election","2010","E14000872",1,"London",67732,29200,0.597,12000,0.245,4400,0.09,NA,NA,3311,0.068,48911,0.722,"2010-2017","","E14000872",2011,"Total",43,88607,71396,14277,10584,12257,2446,8369,20262,3201,2181,2016,810,130,1068,63069,8334,15786,11226,6575,3607,7044,3925,2383,1526,857,4189,3321,12897,0,72389,85286,88607,0,3321,3.74,6,"Urban with Major Conurbation","Predominantly Urban"
"2017 General Election"," Labour Party",0,"orpington","2017-06-08","2016-06-08",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2017,"2017 General Election","2017","E14000872",1,"London",67902,31762,0.629,3315,0.066,12301,0.244,NA,NA,3083,0.061,50461,0.743,"2010-2019","","E14000872",2011,"Total",43,88607,71396,14277,10584,12257,2446,8369,20262,3201,2181,2016,810,130,1068,63069,8334,15786,11226,6575,3607,7044,3925,2383,1526,857,4189,3321,12897,0,72389,85286,88607,0,3321,3.74,6,"Urban with Major Conurbation","Predominantly Urban"
"2017 General Election"," Liberal Democrats",0,"orpington","2017-06-08","2016-06-08",10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,2017,"2017 General Election","2017","E14000872",1,"London",67902,31762,0.629,3315,0.066,12301,0.244,NA,NA,3083,0.061,50461,0.743,"2010-2019","","E14000872",2011,"Total",43,88607,71396,14277,10584,12257,2446,8369,20262,3201,2181,2016,810,130,1068,63069,8334,15786,11226,6575,3607,7044,3925,2383,1526,857,4189,3321,12897,0,72389,85286,88607,0,3321,3.74,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Green Party",56,"north devon","2015-05-07","2014-05-07",10.8571428571429,7.08571428571429,14.4,NA,18.3142857142857,1009.95,NA,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000838",2011,"Total",45,93667,77378,18613,11157,13288,3663,9616,17732,3309,1962,1674,817,132,710,67507,4909,13933,7526,10840,5458,11080,8142,1998,1254,744,3621,50867,42800,0,0,42800,93667,11184,62051,66.24,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural"
"2010 General Election"," Labour Party",4,"oxford west and abingdon","2010-05-06","2009-05-06",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2010 General Election"," Liberal Democrats",0,"oxford west and abingdon","2010-05-06","2009-05-06",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2010 General Election"," Conservative Party",0,"oxford west and abingdon","2010-05-06","2009-05-06",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2010,"2010 General Election","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Liberal Democrats",1,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Conservative Party",5,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Conservative Party",1,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Green Party",20,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Liberal Democrats",0,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Liberal Democrats",10,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Conservative Party",2,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Liberal Democrats",3,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Labour Party",0,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," UK Independence Party",2,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Liberal Democrats",8,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Green Party",13,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Conservative Party",0,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Green Party",15,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Liberal Democrats",2,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Liberal Democrats",18,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2015 General Election"," Liberal Democrats",7,"oxford west and abingdon","2015-05-07","2014-05-07",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2017 General Election"," Conservative Party",0,"oxford west and abingdon","2017-06-08","2016-06-08",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2017,"2017 General Election","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2017 General Election"," Liberal Democrats",0,"oxford west and abingdon","2017-06-08","2016-06-08",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2017,"2017 General Election","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2017 General Election"," Liberal Democrats",2,"oxford west and abingdon","2017-06-08","2016-06-08",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2017,"2017 General Election","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2017 General Election"," Labour Party",1,"oxford west and abingdon","2017-06-08","2016-06-08",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2017,"2017 General Election","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2017 General Election"," Labour Party",0,"oxford west and abingdon","2017-06-08","2016-06-08",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2017,"2017 General Election","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2017 General Election"," Liberal Democrats",4,"oxford west and abingdon","2017-06-08","2016-06-08",9.8,6.11666666666667,13.45,63.8333333333333,11.95,1013.68333333333,8520,2017,"2017 General Election","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000874",2011,"Total",39,105985,87419,12620,8636,10465,3157,10234,37954,4353,2807,7867,1771,224,5853,78609,14639,18758,9024,5752,4383,7593,5848,1957,1296,661,10655,10396,95589,0,0,95589,105985,15829,26225,24.74,4,"Urban with City and Town","Predominantly Urban"
"2010 General Election"," UK Independence Party",0,"north durham","2010-05-06","2009-05-06",9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,2010,"2010 General Election","2010","E14000840",1,"North East",67544,8622,0.21,8617,0.21,20698,0.505,NA,NA,3030,0.074,40967,0.607,"2010-2017","","E14000840",2011,"Total",42,86883,71575,19551,10598,12322,3275,8761,14448,2620,1812,2166,891,190,1069,64703,4678,12079,9058,4475,5505,11341,9995,3610,2370,1240,3962,16812,30664,0,39407,70071,86883,0,16812,19.35,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Conservative Party",1,"north durham","2010-05-06","2009-05-06",9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,2010,"2010 General Election","2010","E14000840",1,"North East",67544,8622,0.21,8617,0.21,20698,0.505,NA,NA,3030,0.074,40967,0.607,"2010-2017","","E14000840",2011,"Total",42,86883,71575,19551,10598,12322,3275,8761,14448,2620,1812,2166,891,190,1069,64703,4678,12079,9058,4475,5505,11341,9995,3610,2370,1240,3962,16812,30664,0,39407,70071,86883,0,16812,19.35,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Liberal Democrats",0,"north durham","2010-05-06","2009-05-06",9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,2010,"2010 General Election","2010","E14000840",1,"North East",67544,8622,0.21,8617,0.21,20698,0.505,NA,NA,3030,0.074,40967,0.607,"2010-2017","","E14000840",2011,"Total",42,86883,71575,19551,10598,12322,3275,8761,14448,2620,1812,2166,891,190,1069,64703,4678,12079,9058,4475,5505,11341,9995,3610,2370,1240,3962,16812,30664,0,39407,70071,86883,0,16812,19.35,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Labour Party",3,"north durham","2010-05-06","2009-05-06",9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,2010,"2010 General Election","2010","E14000840",1,"North East",67544,8622,0.21,8617,0.21,20698,0.505,NA,NA,3030,0.074,40967,0.607,"2010-2017","","E14000840",2011,"Total",42,86883,71575,19551,10598,12322,3275,8761,14448,2620,1812,2166,891,190,1069,64703,4678,12079,9058,4475,5505,11341,9995,3610,2370,1240,3962,16812,30664,0,39407,70071,86883,0,16812,19.35,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Conservative Party",0,"north durham","2010-05-06","2009-05-06",9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,2010,"2010 General Election","2010","E14000840",1,"North East",67544,8622,0.21,8617,0.21,20698,0.505,NA,NA,3030,0.074,40967,0.607,"2010-2017","","E14000840",2011,"Total",42,86883,71575,19551,10598,12322,3275,8761,14448,2620,1812,2166,891,190,1069,64703,4678,12079,9058,4475,5505,11341,9995,3610,2370,1240,3962,16812,30664,0,39407,70071,86883,0,16812,19.35,6,"Urban with Major Conurbation","Predominantly Urban"
"2015 General Election"," Conservative Party",0,"north durham","2015-05-07","2014-05-07",9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000840",2011,"Total",42,86883,71575,19551,10598,12322,3275,8761,14448,2620,1812,2166,891,190,1069,64703,4678,12079,9058,4475,5505,11341,9995,3610,2370,1240,3962,16812,30664,0,39407,70071,86883,0,16812,19.35,6,"Urban with Major Conurbation","Predominantly Urban"
"2019 General Election"," Labour Party",1,"north durham","2019-12-12","2018-12-12",9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.4166666666667,1012.4,6800,2019,"2019 General Election","2019","E14000840",1,"North East",66796,13897,0.329,2879,0.068,18639,0.442,NA,NA,6780,0.161,42195,0.632,"2010-2019","","E14000840",2011,"Total",42,86883,71575,19551,10598,12322,3275,8761,14448,2620,1812,2166,891,190,1069,64703,4678,12079,9058,4475,5505,11341,9995,3610,2370,1240,3962,16812,30664,0,39407,70071,86883,0,16812,19.35,6,"Urban with Major Conurbation","Predominantly Urban"
"2010 General Election"," Green Party",22,"north east somerset","2010-05-06","2009-05-06",9.56666666666667,6.03333333333333,13.025,63.8333333333333,14.95,1013.90833333333,8520,2010,"2010 General Election","2010","E14000846",1,"South West",67881,21130,0.413,11433,0.223,16216,0.317,NA,NA,2424,0.047,51203,0.754,"2010-2017","","E14000846",2011,"Total",44,87157,71020,14630,9660,11717,3440,8770,20288,2515,2109,2302,998,193,1103,62537,7291,14078,8346,7226,4359,8978,6257,1599,1022,577,4403,36527,50630,0,0,50630,87157,27136,63663,73.04,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural"
"2010 General Election"," UK Independence Party",0,"north east somerset","2010-05-06","2009-05-06",9.56666666666667,6.03333333333333,13.025,63.8333333333333,14.95,1013.90833333333,8520,2010,"2010 General Election","2010","E14000846",1,"South West",67881,21130,0.413,11433,0.223,16216,0.317,NA,NA,2424,0.047,51203,0.754,"2010-2017","","E14000846",2011,"Total",44,87157,71020,14630,9660,11717,3440,8770,20288,2515,2109,2302,998,193,1103,62537,7291,14078,8346,7226,4359,8978,6257,1599,1022,577,4403,36527,50630,0,0,50630,87157,27136,63663,73.04,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural"
"2010 General Election"," Liberal Democrats",2,"north east somerset","2010-05-06","2009-05-06",9.56666666666667,6.03333333333333,13.025,63.8333333333333,14.95,1013.90833333333,8520,2010,"2010 General Election","2010","E14000846",1,"South West",67881,21130,0.413,11433,0.223,16216,0.317,NA,NA,2424,0.047,51203,0.754,"2010-2017","","E14000846",2011,"Total",44,87157,71020,14630,9660,11717,3440,8770,20288,2515,2109,2302,998,193,1103,62537,7291,14078,8346,7226,4359,8978,6257,1599,1022,577,4403,36527,50630,0,0,50630,87157,27136,63663,73.04,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural"
"2010 General Election"," Conservative Party",6,"north east somerset","2010-05-06","2009-05-06",9.56666666666667,6.03333333333333,13.025,63.8333333333333,14.95,1013.90833333333,8520,2010,"2010 General Election","2010","E14000846",1,"South West",67881,21130,0.413,11433,0.223,16216,0.317,NA,NA,2424,0.047,51203,0.754,"2010-2017","","E14000846",2011,"Total",44,87157,71020,14630,9660,11717,3440,8770,20288,2515,2109,2302,998,193,1103,62537,7291,14078,8346,7226,4359,8978,6257,1599,1022,577,4403,36527,50630,0,0,50630,87157,27136,63663,73.04,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural"
"2010 General Election"," Labour Party",6,"north east somerset","2010-05-06","2009-05-06",9.56666666666667,6.03333333333333,13.025,63.8333333333333,14.95,1013.90833333333,8520,2010,"2010 General Election","2010","E14000846",1,"South West",67881,21130,0.413,11433,0.223,16216,0.317,NA,NA,2424,0.047,51203,0.754,"2010-2017","","E14000846",2011,"Total",44,87157,71020,14630,9660,11717,3440,8770,20288,2515,2109,2302,998,193,1103,62537,7291,14078,8346,7226,4359,8978,6257,1599,1022,577,4403,36527,50630,0,0,50630,87157,27136,63663,73.04,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural"
"2010 General Election"," Labour Party",0,"north east somerset","2010-05-06","2009-05-06",9.56666666666667,6.03333333333333,13.025,63.8333333333333,14.95,1013.90833333333,8520,2010,"2010 General Election","2010","E14000846",1,"South West",67881,21130,0.413,11433,0.223,16216,0.317,NA,NA,2424,0.047,51203,0.754,"2010-2017","","E14000846",2011,"Total",44,87157,71020,14630,9660,11717,3440,8770,20288,2515,2109,2302,998,193,1103,62537,7291,14078,8346,7226,4359,8978,6257,1599,1022,577,4403,36527,50630,0,0,50630,87157,27136,63663,73.04,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural"
"2015 General Election"," Conservative Party",0,"north east somerset","2015-05-07","2014-05-07",9.56666666666667,6.03333333333333,13.025,63.8333333333333,14.95,1013.90833333333,8520,2015,"2015 General Election","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E14000846",2011,"Total",44,87157,71020,14630,9660,11717,3440,8770,20288,2515,2109,2302,998,193,1103,62537,7291,14078,8346,7226,4359,8978,6257,1599,1022,577,4403,36527,50630,0,0,50630,87157,27136,63663,73.04,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural"
